CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,Churn,TotalCharges,AvgCharge
4277,Female,0,12,108.0,Month-to-month,Bank transfer,0,1296.0,108.0
4278,Male,0,9,28.09,Month-to-month,Bank transfer,0,252.81,28.09
4279,Male,1,31,39.66,One year,Electronic check,0,1229.46,39.660000000000004
4280,Female,0,53,117.87,Month-to-month,Bank transfer,0,6247.11,117.86999999999999
4281,Female,0,43,104.73,One year,Credit card,1,4503.39,104.73
4282,Female,0,38,111.21,One year,Electronic check,0,4225.98,111.21
4283,Female,0,42,34.22,Month-to-month,Electronic check,0,1437.24,34.22
4284,Male,1,48,41.13,Two year,Bank transfer,0,1974.24,41.13
4285,Female,0,67,80.54,Month-to-month,Mailed check,0,5396.18,80.54
4286,Female,1,66,70.17,Two year,Bank transfer,0,4631.22,70.17
4287,Male,1,16,49.85,Month-to-month,Electronic check,0,797.6,49.85
4288,Male,1,16,108.38,Two year,Electronic check,1,1734.08,108.38
4289,Female,0,31,110.14,Month-to-month,Mailed check,1,3414.34,110.14
4290,Male,0,58,49.17,Two year,Credit card,0,2851.86,49.17
4291,Female,0,28,35.58,Two year,Electronic check,0,996.24,35.58
4292,Female,1,4,34.91,Month-to-month,Mailed check,0,139.64,34.91
4293,Male,1,10,68.44,Month-to-month,Credit card,0,684.4,68.44
4294,Male,1,51,33.29,One year,Bank transfer,0,1697.79,33.29
4295,Female,1,18,67.33,Two year,Mailed check,0,1211.94,67.33
4296,Female,0,47,66.19,Month-to-month,Credit card,0,3110.93,66.19
4297,Female,0,32,108.41,One year,Electronic check,0,3469.12,108.41
4298,Male,0,30,49.62,Month-to-month,Electronic check,1,1488.6,49.62
4299,Female,1,36,76.07,Two year,Mailed check,0,2738.52,76.07
4300,Female,1,9,94.35,Month-to-month,Bank transfer,0,849.15,94.35
4301,Female,0,36,79.59,Month-to-month,Mailed check,0,2865.24,79.58999999999999
4302,Female,0,29,115.41,One year,Electronic check,0,3346.89,115.41
4303,Female,1,16,80.23,Month-to-month,Credit card,0,1283.68,80.23
4304,Male,0,21,110.19,One year,Bank transfer,0,2313.99,110.18999999999998
4305,Female,0,64,44.51,Two year,Credit card,0,2848.64,44.51
4306,Female,1,66,76.08,Two year,Mailed check,1,5021.28,76.08
4307,Female,1,59,74.33,Month-to-month,Mailed check,1,4385.47,74.33
4308,Female,1,28,118.95,One year,Credit card,0,3330.6,118.95
4309,Male,0,55,40.45,Two year,Credit card,0,2224.75,40.45
4310,Male,1,31,34.1,Month-to-month,Credit card,0,1057.1,34.099999999999994
4311,Male,0,33,81.17,Month-to-month,Mailed check,0,2678.61,81.17
4312,Female,0,60,42.37,Month-to-month,Credit card,0,2542.2,42.37
4313,Female,1,41,83.92,Month-to-month,Electronic check,0,3440.72,83.92
4314,Male,0,46,117.25,Month-to-month,Credit card,0,5393.5,117.25
4315,Male,1,49,114.65,One year,Electronic check,0,5617.85,114.65
4316,Male,1,65,43.11,Month-to-month,Electronic check,0,2802.15,43.11
4317,Female,0,42,37.09,Month-to-month,Credit card,0,1557.78,37.089999999999996
4318,Female,0,23,76.07,Month-to-month,Bank transfer,1,1749.61,76.07
4319,Male,1,27,78.68,Month-to-month,Bank transfer,1,2124.36,78.68
4320,Male,1,32,86.23,Month-to-month,Bank transfer,0,2759.36,86.23
4321,Male,1,3,94.15,Month-to-month,Electronic check,0,282.45,94.14999999999999
4322,Female,1,60,80.1,Month-to-month,Bank transfer,0,4806.0,80.1
4323,Female,1,17,31.18,Two year,Bank transfer,0,530.06,31.179999999999996
4324,Female,1,32,99.02,Two year,Credit card,0,3168.64,99.02
4325,Male,0,7,27.95,Month-to-month,Mailed check,0,195.65,27.95
4326,Male,0,71,22.0,One year,Electronic check,0,1562.0,22.0
4327,Female,0,69,96.97,Month-to-month,Mailed check,0,6690.93,96.97
4328,Male,0,58,74.84,One year,Electronic check,1,4340.72,74.84
4329,Female,1,40,89.86,One year,Electronic check,0,3594.4,89.86
4330,Male,0,48,58.27,One year,Bank transfer,0,2796.96,58.27
4331,Male,0,51,21.11,One year,Credit card,0,1076.61,21.11
4332,Male,1,57,53.1,One year,Mailed check,0,3026.7,53.099999999999994
4333,Male,0,71,80.81,Two year,Mailed check,0,5737.51,80.81
4334,Female,1,37,42.57,Month-to-month,Bank transfer,1,1575.09,42.57
4335,Male,1,55,88.78,Two year,Mailed check,1,4882.9,88.77999999999999
4336,Female,1,41,99.44,Two year,Mailed check,0,4077.04,99.44
4337,Female,1,20,65.43,Month-to-month,Electronic check,0,1308.6,65.42999999999999
4338,Female,1,33,107.57,Two year,Credit card,0,3549.81,107.57
4339,Male,0,40,105.48,Month-to-month,Credit card,1,4219.2,105.47999999999999
4340,Female,0,34,107.81,Month-to-month,Mailed check,1,3665.54,107.81
4341,Female,0,62,86.1,Month-to-month,Mailed check,0,5338.2,86.1
4342,Female,1,19,50.48,Month-to-month,Electronic check,1,959.12,50.48
4343,Male,0,43,68.13,One year,Bank transfer,0,2929.59,68.13000000000001
4344,Male,0,69,91.05,One year,Electronic check,0,6282.45,91.05
4345,Female,0,63,41.06,Two year,Bank transfer,0,2586.78,41.06
4346,Male,0,10,93.88,Month-to-month,Bank transfer,0,938.8,93.88
4347,Female,1,13,74.81,Month-to-month,Electronic check,1,972.53,74.81
4348,Female,0,5,29.6,Month-to-month,Credit card,0,148.0,29.6
4349,Male,1,58,75.73,Month-to-month,Electronic check,1,4392.34,75.73
4350,Female,1,59,26.68,One year,Bank transfer,1,1574.12,26.68
4351,Male,0,59,21.43,One year,Credit card,1,1264.37,21.43
4352,Male,1,15,108.96,One year,Credit card,0,1634.4,108.96000000000001
4353,Female,1,1,68.99,Two year,Electronic check,0,68.99,68.99
4354,Male,1,38,74.33,Month-to-month,Credit card,0,2824.54,74.33
4355,Male,1,53,47.99,One year,Credit card,1,2543.47,47.989999999999995
4356,Female,1,52,74.27,One year,Electronic check,0,3862.04,74.27
4357,Female,1,1,36.89,Month-to-month,Mailed check,0,36.89,36.89
4358,Male,1,11,94.56,One year,Credit card,1,1040.16,94.56
4359,Male,0,58,102.33,Month-to-month,Electronic check,1,5935.14,102.33000000000001
4360,Female,0,40,105.59,Month-to-month,Electronic check,1,4223.6,105.59
4361,Male,1,60,30.67,One year,Mailed check,0,1840.2,30.67
4362,Male,1,44,75.78,Two year,Credit card,0,3334.32,75.78
4363,Male,0,6,100.88,Month-to-month,Bank transfer,0,605.28,100.88
4364,Male,0,28,32.82,Two year,Bank transfer,0,918.96,32.82
4365,Male,0,31,29.95,One year,Credit card,0,928.45,29.950000000000003
4366,Male,0,8,101.69,Month-to-month,Credit card,0,813.52,101.69
4367,Male,1,5,99.67,Month-to-month,Electronic check,1,498.35,99.67
4368,Female,1,54,64.87,One year,Electronic check,1,3502.98,64.87
4369,Female,0,17,30.97,Two year,Bank transfer,0,526.49,30.97
4370,Female,0,38,71.61,One year,Credit card,0,2721.18,71.61
4371,Female,0,9,59.48,One year,Electronic check,0,535.32,59.480000000000004
4372,Female,0,14,71.85,One year,Bank transfer,0,1005.9,71.85
4373,Male,1,26,63.99,Two year,Bank transfer,1,1663.74,63.99
4374,Male,0,62,76.85,Month-to-month,Mailed check,0,4764.7,76.85
4375,Male,0,25,92.71,Month-to-month,Credit card,0,2317.75,92.71
4376,Male,0,36,97.49,One year,Mailed check,0,3509.64,97.49
4377,Female,1,33,84.9,One year,Electronic check,1,2801.7,84.89999999999999
4378,Male,1,3,39.89,Two year,Electronic check,1,119.67,39.89
4379,Male,1,11,59.71,One year,Bank transfer,1,656.81,59.709999999999994
4380,Female,0,58,27.12,Two year,Electronic check,0,1572.96,27.12
4381,Male,0,64,65.17,Two year,Mailed check,0,4170.88,65.17
4382,Male,0,18,117.03,Two year,Credit card,0,2106.54,117.03
4383,Female,1,47,84.17,One year,Bank transfer,0,3955.99,84.17
4384,Male,1,44,35.46,Month-to-month,Bank transfer,0,1560.24,35.46
4385,Male,0,59,46.86,Two year,Electronic check,1,2764.74,46.86
4386,Male,0,50,26.46,Month-to-month,Bank transfer,0,1323.0,26.46
4387,Male,1,69,38.24,Two year,Bank transfer,0,2638.56,38.24
4388,Male,0,29,68.78,One year,Credit card,1,1994.62,68.78
4389,Female,0,67,54.49,Two year,Bank transfer,0,3650.83,54.49
4390,Female,0,2,40.4,Two year,Credit card,0,80.8,40.4
4391,Female,1,25,34.66,Month-to-month,Mailed check,0,866.5,34.66
4392,Female,0,19,85.61,One year,Bank transfer,1,1626.59,85.61
4393,Female,0,40,75.81,Two year,Mailed check,0,3032.4,75.81
4394,Female,0,2,104.26,One year,Credit card,0,208.52,104.26
4395,Male,0,65,38.33,Month-to-month,Bank transfer,1,2491.45,38.33
4396,Female,1,62,104.8,One year,Electronic check,0,6497.6,104.80000000000001
4397,Female,1,54,77.79,One year,Electronic check,1,4200.66,77.78999999999999
4398,Male,1,45,46.62,Month-to-month,Bank transfer,0,2097.9,46.620000000000005
4399,Male,0,49,47.36,Two year,Credit card,0,2320.64,47.36
4400,Female,1,69,59.04,Two year,Electronic check,0,4073.76,59.040000000000006
4401,Male,0,38,66.01,One year,Mailed check,0,2508.38,66.01
4402,Female,1,4,28.25,Two year,Credit card,0,113.0,28.25
4403,Male,0,17,104.2,Month-to-month,Credit card,0,1771.4,104.2
4404,Female,1,53,32.15,One year,Bank transfer,0,1703.95,32.15
4405,Male,1,53,68.35,One year,Mailed check,0,3622.55,68.35000000000001
4406,Male,1,31,58.3,Two year,Credit card,0,1807.3,58.3
4407,Female,0,22,71.23,Two year,Bank transfer,1,1567.06,71.23
4408,Female,0,11,108.75,Two year,Mailed check,0,1196.25,108.75
4409,Female,0,34,118.91,One year,Credit card,0,4042.94,118.91
4410,Female,1,15,22.03,Two year,Electronic check,0,330.45,22.029999999999998
4411,Female,0,10,59.32,One year,Mailed check,0,593.2,59.32000000000001
4412,Male,0,53,101.76,Two year,Credit card,1,5393.28,101.75999999999999
4413,Female,0,48,52.66,One year,Mailed check,1,2527.68,52.66
4414,Female,0,31,84.9,One year,Electronic check,1,2631.9,84.9
4415,Male,0,37,119.23,One year,Credit card,0,4411.51,119.23
4416,Male,0,28,84.68,Two year,Electronic check,0,2371.04,84.67999999999999
4417,Female,1,31,31.12,Two year,Bank transfer,0,964.72,31.12
4418,Male,1,70,104.29,Month-to-month,Bank transfer,0,7300.3,104.29
4419,Male,0,14,116.67,One year,Credit card,1,1633.38,116.67
4420,Female,1,16,91.25,Two year,Credit card,1,1460.0,91.25
4421,Male,1,25,61.91,Month-to-month,Mailed check,0,1547.75,61.91
4422,Male,0,39,114.84,Month-to-month,Credit card,0,4478.76,114.84
4423,Female,0,66,116.86,Two year,Bank transfer,0,7712.76,116.86
4424,Female,1,38,113.51,One year,Credit card,1,4313.38,113.51
4425,Male,0,41,61.18,Month-to-month,Mailed check,0,2508.38,61.18
4426,Male,1,40,98.97,Month-to-month,Bank transfer,0,3958.8,98.97
4427,Female,1,64,85.42,One year,Credit card,1,5466.88,85.42
4428,Male,1,16,37.97,Two year,Electronic check,1,607.52,37.97
4429,Male,0,59,73.55,One year,Electronic check,0,4339.45,73.55
4430,Male,1,11,94.77,One year,Electronic check,0,1042.47,94.77
4431,Female,0,1,109.59,Two year,Electronic check,1,109.59,109.59
4432,Male,0,13,106.26,Month-to-month,Mailed check,0,1381.38,106.26
4433,Male,0,30,35.47,One year,Electronic check,0,1064.1,35.47
4434,Female,0,69,68.8,Month-to-month,Electronic check,0,4747.2,68.8
4435,Male,0,18,67.83,Month-to-month,Credit card,1,1220.94,67.83
4436,Male,1,13,109.87,Month-to-month,Electronic check,1,1428.31,109.86999999999999
4437,Female,0,32,20.19,Two year,Electronic check,1,646.08,20.19
4438,Female,0,71,93.87,Month-to-month,Credit card,0,6664.77,93.87
4439,Female,0,50,81.86,One year,Bank transfer,0,4093.0,81.86
4440,Female,0,71,112.16,One year,Mailed check,0,7963.36,112.16
4441,Male,0,31,65.69,One year,Mailed check,1,2036.39,65.69
4442,Male,1,51,85.77,Two year,Bank transfer,0,4374.27,85.77000000000001
4443,Female,0,27,117.27,One year,Credit card,0,3166.29,117.27
4444,Female,0,60,94.39,Two year,Bank transfer,0,5663.4,94.39
4445,Male,1,33,26.74,Month-to-month,Mailed check,1,882.42,26.74
4446,Female,0,53,36.75,Month-to-month,Mailed check,1,1947.75,36.75
4447,Male,1,33,102.15,Two year,Bank transfer,1,3370.95,102.14999999999999
4448,Female,1,41,53.48,Two year,Electronic check,0,2192.68,53.48
4449,Male,1,19,90.59,Two year,Mailed check,1,1721.21,90.59
4450,Female,1,41,89.98,Month-to-month,Bank transfer,0,3689.18,89.97999999999999
4451,Female,0,42,119.37,Two year,Electronic check,1,5013.54,119.37
4452,Male,0,23,66.99,Month-to-month,Electronic check,0,1540.77,66.99
4453,Female,1,33,93.78,Month-to-month,Credit card,0,3094.74,93.77999999999999
4454,Male,1,20,24.88,One year,Bank transfer,0,497.6,24.880000000000003
4455,Male,0,25,66.26,Month-to-month,Mailed check,0,1656.5,66.26
4456,Male,1,52,38.67,Two year,Credit card,0,2010.84,38.67
4457,Male,1,12,104.06,Two year,Mailed check,0,1248.72,104.06
4458,Male,1,32,103.99,Two year,Electronic check,0,3327.68,103.99
4459,Female,0,33,43.64,Month-to-month,Bank transfer,0,1440.12,43.63999999999999
4460,Female,1,68,51.83,Month-to-month,Electronic check,0,3524.44,51.83
4461,Male,0,15,90.25,One year,Electronic check,1,1353.75,90.25
4462,Female,0,51,93.83,One year,Electronic check,1,4785.33,93.83
4463,Male,0,6,85.76,Two year,Bank transfer,1,514.56,85.75999999999999
4464,Female,1,69,119.67,Month-to-month,Credit card,0,8257.23,119.66999999999999
4465,Female,1,69,106.87,Two year,Mailed check,1,7374.03,106.86999999999999
4466,Female,0,35,61.71,Two year,Electronic check,1,2159.85,61.71
4467,Female,0,34,52.7,Two year,Mailed check,0,1791.8,52.699999999999996
4468,Male,0,63,79.68,One year,Mailed check,0,5019.84,79.68
4469,Male,1,68,101.76,Two year,Credit card,0,6919.68,101.76
4470,Female,1,18,67.53,One year,Bank transfer,0,1215.54,67.53
4471,Female,0,26,93.77,Month-to-month,Mailed check,1,2438.02,93.77
4472,Male,0,61,21.92,Two year,Credit card,0,1337.12,21.919999999999998
4473,Female,1,48,112.58,One year,Mailed check,0,5403.84,112.58
4474,Male,0,31,97.38,Month-to-month,Electronic check,0,3018.78,97.38000000000001
4475,Male,1,34,59.42,One year,Credit card,0,2020.28,59.42
4476,Male,1,7,58.4,Two year,Bank transfer,0,408.8,58.4
4477,Female,0,7,30.29,Month-to-month,Bank transfer,0,212.03,30.29
4478,Male,0,47,101.62,Month-to-month,Electronic check,0,4776.14,101.62
4479,Female,1,8,96.86,Month-to-month,Electronic check,0,774.88,96.86
4480,Male,1,1,83.02,One year,Mailed check,0,83.02,83.02
4481,Female,1,3,30.15,One year,Credit card,1,90.45,30.150000000000002
4482,Female,1,53,46.23,One year,Credit card,1,2450.19,46.230000000000004
4483,Female,1,38,65.89,Month-to-month,Credit card,0,2503.82,65.89
4484,Male,0,51,46.6,Two year,Credit card,0,2376.6,46.6
4485,Male,1,15,63.4,Two year,Mailed check,0,951.0,63.4
4486,Female,1,67,42.6,Month-to-month,Credit card,0,2854.2,42.599999999999994
4487,Female,1,64,54.96,Two year,Credit card,0,3517.44,54.96
4488,Female,0,68,85.23,Month-to-month,Bank transfer,0,5795.64,85.23
4489,Male,0,5,109.24,Two year,Bank transfer,1,546.2,109.24000000000001
4490,Male,1,10,58.5,Two year,Mailed check,0,585.0,58.5
4491,Male,1,8,89.19,Two year,Electronic check,1,713.52,89.19
4492,Male,0,12,33.48,One year,Bank transfer,0,401.76,33.48
4493,Female,0,64,74.08,One year,Electronic check,0,4741.12,74.08
4494,Female,0,59,112.17,Month-to-month,Mailed check,0,6618.03,112.17
4495,Male,0,67,22.79,One year,Bank transfer,0,1526.93,22.790000000000003
4496,Male,1,50,46.76,Month-to-month,Bank transfer,0,2338.0,46.76
4497,Female,0,23,33.25,One year,Mailed check,1,764.75,33.25
4498,Male,1,40,73.31,Two year,Credit card,0,2932.4,73.31
4499,Male,1,18,87.96,One year,Mailed check,0,1583.28,87.96
4500,Male,0,21,25.78,One year,Electronic check,1,541.38,25.78
4501,Male,0,1,27.03,One year,Electronic check,0,27.03,27.03
4502,Male,0,38,106.96,Month-to-month,Credit card,0,4064.48,106.96
4503,Male,0,41,65.62,Month-to-month,Mailed check,0,2690.42,65.62
4504,Female,1,42,66.3,Two year,Mailed check,0,2784.6,66.3
4505,Male,1,9,114.46,Two year,Credit card,0,1030.14,114.46000000000001
4506,Male,1,23,52.02,Two year,Mailed check,0,1196.46,52.02
4507,Female,0,11,109.7,One year,Bank transfer,0,1206.7,109.7
4508,Female,1,71,117.43,Two year,Mailed check,0,8337.53,117.43
4509,Female,0,31,44.17,Month-to-month,Bank transfer,1,1369.27,44.17
4510,Male,1,26,71.4,Two year,Mailed check,0,1856.4,71.4
4511,Female,0,30,73.44,Two year,Bank transfer,0,2203.2,73.44
4512,Male,1,34,106.62,Two year,Electronic check,0,3625.08,106.62
4513,Male,1,46,50.39,Two year,Credit card,0,2317.94,50.39
4514,Male,0,69,99.8,Two year,Electronic check,1,6886.2,99.8
4515,Female,1,5,117.1,Month-to-month,Bank transfer,0,585.5,117.1
4516,Female,1,61,104.03,One year,Credit card,1,6345.83,104.03
4517,Female,0,38,110.91,Two year,Electronic check,0,4214.58,110.91
4518,Female,0,28,90.84,One year,Electronic check,0,2543.52,90.84
4519,Female,0,26,110.4,Two year,Bank transfer,1,2870.4,110.4
4520,Male,0,61,36.49,One year,Mailed check,0,2225.89,36.489999999999995
4521,Male,0,23,91.24,Month-to-month,Mailed check,1,2098.52,91.24
4522,Male,1,46,93.19,One year,Bank transfer,0,4286.74,93.19
4523,Male,0,30,63.92,Two year,Electronic check,1,1917.6,63.919999999999995
4524,Female,1,67,27.97,One year,Mailed check,0,1873.99,27.97
4525,Female,1,33,82.24,One year,Mailed check,1,2713.92,82.24000000000001
4526,Male,0,3,25.19,Two year,Electronic check,0,75.57,25.189999999999998
4527,Female,1,69,58.24,One year,Bank transfer,0,4018.56,58.24
4528,Female,1,42,59.37,Two year,Bank transfer,0,2493.54,59.37
4529,Male,0,62,119.89,Month-to-month,Mailed check,1,7433.18,119.89
4530,Male,1,58,49.98,Two year,Bank transfer,0,2898.84,49.980000000000004
4531,Female,0,57,102.05,Month-to-month,Electronic check,0,5816.85,102.05000000000001
4532,Female,0,1,25.32,One year,Bank transfer,1,25.32,25.32
4533,Male,0,60,72.98,Two year,Credit card,0,4378.8,72.98
4534,Male,1,69,73.67,One year,Bank transfer,0,5083.23,73.66999999999999
4535,Male,1,59,82.87,Month-to-month,Bank transfer,1,4889.33,82.87
4536,Female,1,46,101.0,Month-to-month,Bank transfer,0,4646.0,101.0
4537,Male,1,34,96.19,One year,Credit card,1,3270.46,96.19
4538,Male,0,25,96.1,Two year,Electronic check,0,2402.5,96.1
4539,Female,1,42,63.23,Two year,Bank transfer,0,2655.66,63.23
4540,Female,0,29,92.75,Two year,Mailed check,0,2689.75,92.75
4541,Female,1,25,69.13,Two year,Bank transfer,1,1728.25,69.13
4542,Female,1,54,26.7,Month-to-month,Credit card,1,1441.8,26.7
4543,Female,1,67,109.02,Two year,Credit card,0,7304.34,109.02
4544,Male,1,15,109.02,One year,Mailed check,0,1635.3,109.02
4545,Male,1,4,52.29,Month-to-month,Credit card,0,209.16,52.29
4546,Female,0,38,111.39,One year,Credit card,1,4232.82,111.38999999999999
4547,Female,1,20,95.8,One year,Credit card,0,1916.0,95.8
4548,Female,1,23,60.08,One year,Electronic check,0,1381.84,60.08
4549,Female,1,37,53.15,Month-to-month,Credit card,1,1966.55,53.15
4550,Female,1,62,117.51,Two year,Bank transfer,1,7285.62,117.51
4551,Male,0,8,91.26,One year,Mailed check,0,730.08,91.26
4552,Male,1,37,57.88,One year,Bank transfer,1,2141.56,57.879999999999995
4553,Male,0,45,84.2,Two year,Bank transfer,1,3789.0,84.2
4554,Male,1,33,77.15,Two year,Mailed check,1,2545.95,77.14999999999999
4555,Female,0,7,72.45,Two year,Electronic check,0,507.15,72.45
4556,Male,0,22,84.47,Two year,Electronic check,0,1858.34,84.47
4557,Female,0,5,73.76,One year,Credit card,1,368.8,73.76
4558,Female,0,15,85.48,Month-to-month,Electronic check,0,1282.2,85.48
4559,Female,0,21,110.76,Two year,Electronic check,0,2325.96,110.76
4560,Male,1,17,119.33,Two year,Credit card,0,2028.61,119.33
4561,Female,0,56,90.93,One year,Electronic check,0,5092.08,90.92999999999999
4562,Male,1,50,112.78,Two year,Electronic check,0,5639.0,112.78
4563,Male,0,7,105.84,One year,Credit card,1,740.88,105.84
4564,Female,0,50,49.5,One year,Bank transfer,0,2475.0,49.5
4565,Female,1,60,113.29,One year,Bank transfer,0,6797.4,113.28999999999999
4566,Female,0,7,27.08,One year,Mailed check,0,189.56,27.080000000000002
4567,Male,0,40,52.99,Two year,Electronic check,0,2119.6,52.989999999999995
4568,Female,0,45,83.99,Month-to-month,Credit card,0,3779.55,83.99000000000001
4569,Male,0,59,72.69,Two year,Credit card,1,4288.71,72.69
4570,Female,1,55,74.24,Month-to-month,Electronic check,0,4083.2,74.24
4571,Female,0,64,99.49,Two year,Electronic check,0,6367.36,99.49
4572,Male,0,65,39.47,One year,Credit card,1,2565.55,39.470000000000006
4573,Male,1,54,118.21,Two year,Credit card,0,6383.34,118.21000000000001
4574,Male,1,40,63.75,One year,Credit card,0,2550.0,63.75
4575,Male,0,53,114.98,Two year,Mailed check,0,6093.94,114.97999999999999
4576,Male,0,44,58.31,One year,Bank transfer,1,2565.64,58.309999999999995
4577,Male,1,63,80.18,Month-to-month,Credit card,0,5051.34,80.18
4578,Female,0,2,65.03,One year,Bank transfer,1,130.06,65.03
4579,Female,1,21,87.59,Two year,Electronic check,0,1839.39,87.59
4580,Male,0,50,38.36,One year,Bank transfer,0,1918.0,38.36
4581,Female,1,52,60.06,Month-to-month,Bank transfer,0,3123.12,60.059999999999995
4582,Male,1,9,26.84,Month-to-month,Bank transfer,0,241.56,26.84
4583,Female,1,20,79.81,Two year,Electronic check,1,1596.2,79.81
4584,Female,0,18,116.27,One year,Bank transfer,0,2092.86,116.27000000000001
4585,Male,0,30,24.59,Two year,Bank transfer,0,737.7,24.59
4586,Male,0,65,85.96,One year,Mailed check,0,5587.4,85.96
4587,Male,0,24,97.51,Month-to-month,Electronic check,1,2340.24,97.50999999999999
4588,Female,1,47,41.31,Two year,Bank transfer,0,1941.57,41.309999999999995
4589,Male,1,44,47.31,Month-to-month,Electronic check,0,2081.64,47.309999999999995
4590,Female,1,29,40.16,One year,Credit card,0,1164.64,40.160000000000004
4591,Male,0,68,49.74,Month-to-month,Bank transfer,1,3382.32,49.74
4592,Female,0,17,31.01,One year,Electronic check,0,527.17,31.009999999999998
4593,Female,0,5,57.03,Two year,Bank transfer,0,285.15,57.029999999999994
4594,Male,1,50,56.89,One year,Bank transfer,0,2844.5,56.89
4595,Female,0,40,100.73,One year,Credit card,0,4029.2,100.72999999999999
4596,Female,0,46,100.1,Two year,Mailed check,0,4604.6,100.10000000000001
4597,Male,1,51,99.67,Two year,Electronic check,0,5083.17,99.67
4598,Female,1,11,76.7,Month-to-month,Bank transfer,1,843.7,76.7
4599,Male,0,12,52.59,One year,Credit card,1,631.08,52.59
4600,Male,1,13,61.1,One year,Credit card,1,794.3,61.099999999999994
4601,Male,0,64,51.77,Month-to-month,Mailed check,0,3313.28,51.77
4602,Male,1,8,78.19,One year,Mailed check,1,625.52,78.19
4603,Female,1,65,113.8,One year,Credit card,0,7397.0,113.8
4604,Female,1,9,48.45,Two year,Credit card,0,436.05,48.45
4605,Female,0,2,65.89,Two year,Electronic check,0,131.78,65.89
4606,Male,0,13,85.51,Two year,Electronic check,0,1111.63,85.51
4607,Female,0,2,104.47,Month-to-month,Credit card,0,208.94,104.47
4608,Female,1,68,45.33,Two year,Credit card,0,3082.44,45.33
4609,Male,1,48,48.03,Month-to-month,Mailed check,0,2305.44,48.03
4610,Male,1,3,108.52,Two year,Electronic check,0,325.56,108.52
4611,Female,1,68,28.03,One year,Credit card,0,1906.04,28.03
4612,Male,0,6,80.54,One year,Electronic check,1,483.24,80.54
4613,Male,0,5,106.05,Two year,Electronic check,1,530.25,106.05
4614,Male,0,3,112.17,Two year,Credit card,1,336.51,112.17
4615,Male,1,10,21.27,Month-to-month,Credit card,1,212.7,21.27
4616,Female,1,43,56.97,One year,Bank transfer,1,2449.71,56.97
4617,Male,0,19,45.73,Two year,Electronic check,0,868.87,45.73
4618,Male,1,14,76.8,Two year,Electronic check,1,1075.2,76.8
4619,Male,0,21,83.29,One year,Mailed check,0,1749.09,83.28999999999999
4620,Male,1,43,119.98,Two year,Mailed check,1,5159.14,119.98
4621,Male,1,28,71.28,One year,Mailed check,0,1995.84,71.28
4622,Male,0,21,75.15,Two year,Electronic check,0,1578.15,75.15
4623,Male,0,36,61.43,One year,Credit card,1,2211.48,61.43
4624,Male,1,24,34.77,Month-to-month,Credit card,0,834.48,34.77
4625,Female,0,54,50.33,Two year,Credit card,0,2717.82,50.330000000000005
4626,Male,0,38,44.7,Two year,Electronic check,0,1698.6,44.699999999999996
4627,Female,1,17,100.12,Two year,Credit card,0,1702.04,100.12
4628,Male,1,22,74.58,Month-to-month,Mailed check,1,1640.76,74.58
4629,Male,1,45,49.62,Two year,Credit card,0,2232.9,49.620000000000005
4630,Male,0,61,68.91,Two year,Credit card,0,4203.51,68.91
4631,Male,1,11,41.89,One year,Mailed check,1,460.79,41.89
4632,Female,1,61,38.51,Two year,Bank transfer,1,2349.11,38.510000000000005
4633,Male,1,38,105.99,Two year,Bank transfer,0,4027.62,105.99
4634,Male,1,66,114.48,One year,Bank transfer,1,7555.68,114.48
4635,Female,1,33,28.0,Month-to-month,Electronic check,0,924.0,28.0
4636,Female,0,43,96.49,Month-to-month,Electronic check,0,4149.07,96.49
4637,Male,1,31,65.33,One year,Mailed check,1,2025.23,65.33
4638,Female,1,35,58.9,Month-to-month,Bank transfer,1,2061.5,58.9
4639,Female,0,37,88.94,Month-to-month,Electronic check,0,3290.78,88.94000000000001
4640,Female,1,47,46.63,Two year,Credit card,0,2191.61,46.63
4641,Male,1,23,22.06,Two year,Bank transfer,0,507.38,22.06
4642,Male,0,36,41.4,Two year,Bank transfer,1,1490.4,41.400000000000006
4643,Male,1,40,38.49,Month-to-month,Electronic check,1,1539.6,38.489999999999995
4644,Female,0,15,23.4,Two year,Bank transfer,0,351.0,23.4
4645,Male,1,37,52.13,Month-to-month,Mailed check,0,1928.81,52.129999999999995
4646,Female,0,4,67.45,Two year,Mailed check,0,269.8,67.45
4647,Male,0,22,93.58,Month-to-month,Electronic check,1,2058.76,93.58000000000001
4648,Male,1,22,52.57,One year,Bank transfer,0,1156.54,52.57
4649,Female,0,17,39.45,One year,Mailed check,0,670.65,39.449999999999996
4650,Male,0,38,43.06,Two year,Bank transfer,1,1636.28,43.06
4651,Female,1,24,109.12,Month-to-month,Mailed check,0,2618.88,109.12
4652,Female,1,6,40.47,One year,Mailed check,0,242.82,40.47
4653,Male,0,68,107.92,One year,Bank transfer,0,7338.56,107.92
4654,Female,1,6,64.71,Two year,Electronic check,0,388.26,64.71
4655,Male,0,26,113.44,Two year,Electronic check,1,2949.44,113.44
4656,Male,0,41,60.81,Month-to-month,Electronic check,0,2493.21,60.81
4657,Female,1,38,37.77,One year,Bank transfer,0,1435.26,37.77
4658,Male,1,43,74.9,Month-to-month,Bank transfer,0,3220.7,74.89999999999999
4659,Female,0,53,78.77,Month-to-month,Bank transfer,0,4174.81,78.77000000000001
